Artist,Title,Format,Cover Present,Label,Catogue Number,Year Released,Country,Notes,Sealed Status,discogs URL, Median Price ,discogs_release_id,,
"Bowie, David",Fame,"7"" Vinyl",N/A,Parlophone,DBFAME40,2015,UK,Picture Disc,Yes,https://www.discogs.com/release/7245736-David-Bowie-Fame, $15.78 ,7245736,,7245736
"Bowie, David",Fame,"7"" Vinyl",N/A,Parlophone,DBFAME40,2015,UK,Picture Disc,Yes,https://www.discogs.com/release/7245736-David-Bowie-Fame, $15.78 ,7245736,,7245736
"Bowie, David",Fame,"7"" Vinyl",N/A,Parlophone,DBFAME40,2015,UK,Picture Disc,No,https://www.discogs.com/release/7245736-David-Bowie-Fame, $15.78 ,7245736,,7245736
"Bowie, David",Fame,"7"" Vinyl",N/A,RCA Victor,102639,1975,USA,,No,https://www.discogs.com/release/8035312-David-Bowie-Fame, $41.39 ,8035312,,8035312
"Bowie, David",Fame,"7"" Vinyl",N/A,RCA Victor,PB-10320,1975,USA,Promo,No,https://www.discogs.com/release/11242291-David-Bowie-Fame, $55.00 ,11242291,,11242291
"Bowie, David",Fame,"7"" Vinyl",Yes,Royalsound,TKR 325,1975,USA,Unofficial Release,No,https://www.discogs.com/release/15270647-Various-No-Title, $75.00 ,15270647,,15270647
"Bowie, David",Fame,"7"" Vinyl",Yes,RCA Victor,SP-4341,1975,USA,,No,https://www.discogs.com/release/15178053-David-Bowie-Fame-Fama-Right-Correcto-, $75.68 ,15178053,,15178053
"Bowie, David",Fame,"7"" Vinyl",Yes,RCA,SS-2482,1975,USA,Stock Copy,No,https://www.discogs.com/release/4021729-デビッドボウイー-David-Bowie-フェイム-Fame, $86.67 ,4021729,,4021729
"Bowie, David",Fame,"7"" Vinyl",No,RCA Victor,51-51843,1976,USA,Stock Copy - large amount of writing on label,No,https://www.discogs.com/release/8547728-David-Bowie-Fame-Right, $350.00 ,8547728,,8547728
"Bowie, David",Fame '90,CD,Yes,Rykodisc,RCD5 1018,1990,EU,Maxi-Single,No,https://www.discogs.com/release/199267-David-Bowie-Fame-90, $5.26 ,199267,,199267
"Bowie, David",Fame '90,CD,Yes,Rykodisc,RCD5 1018,1990,EU,Maxi-Single,No,https://www.discogs.com/release/199267-David-Bowie-Fame-90, $5.26 ,199267,,199267
"Bowie, David",Fame / Golden Years,"7"" Vinyl",N/A,RCA,GB-10938,1976,EU,Gold Standard Series - Black Label,No,https://www.discogs.com/release/12062145-David-Bowie-Fame-Golden-Years, $3.72 ,12062145,,12062145
"Bowie, David",Fame / Golden Years,"7"" Vinyl",N/A,RCA Victor,GB-10938,1976,EU,Golden Greats,No,https://www.discogs.com/release/6438480-David-Bowie-Fame-Golden-Years, $5.26 ,6438480,,6438480
"Bowie, David",Fame / Golden Years,"7"" Vinyl",Yes,RCA,OLD-25016,1980,Spain,,No,https://www.discogs.com/release/3319763-David-Bowie-Fame-Golden-Years, $13.79 ,3319763,,3319763
"Bowie, David",Fame 90,"12"" Vinyl",N/A,EMI USA,SPRO 04547,1990,Germany,Promo,No,https://www.discogs.com/release/1049035-David-Bowie-Fame-90, $8.47 ,1049035,,1049035
"Bowie, David",Fame 90,"12"" Vinyl",Yes,EMI USA,12FAME 90,1990,Germany,Stock Copy,No,https://www.discogs.com/release/3217602-David-Bowie-Fame-90-, $8.54 ,3217602,,3217602
"Bowie, David",Fame 90,"12"" Vinyl",No,EMI USA / Ryko Analogue,V-56163,1990,Germany,"No cover, however it is sealed",Yes,https://www.discogs.com/release/190018-David-Bowie-Fame-90, $8.91 ,190018,,190018
"Bowie, David",Fame 90,"12"" Vinyl",No,EMI USA / Ryko Analogue,V-56163,1990,Germany,Stock Copy,Yes,https://www.discogs.com/release/190018-David-Bowie-Fame-90, $8.91 ,190018,,190018
"Bowie, David",Fame 90,"12"" Vinyl",No,EMI USA / Ryko Analogue,V-56163,1990,Germany,Stock Copy,No,https://www.discogs.com/release/190018-David-Bowie-Fame-90, $8.91 ,190018,,190018
"Bowie, David",Fame 90,"7"" Vinyl",Yes,EMI USA,FAMES 90,1990,Germany,Limited edition with postcards,No,https://www.discogs.com/release/2261182-David-Bowie-Fame-90, $9.46 ,2261182,,2261182
"Bowie, David",Fame And Fashion (David Bowie's All Time Greatest Hits),"12"" Vinyl",Yes,RCA Victor,AFL1-4919,1984,Spain,Stock Copy,No,https://www.discogs.com/release/1623710-David-Bowie-Fame-And-Fashion-David-Bowies-All-Time-Greatest-Hits, $14.97 ,1623710,,1623710
"Bowie, David",Fame And Fashion (David Bowie's All Time Greatest Hits),"12"" Vinyl",Yes,RCA Victor,AFL1-4919,1984,Spain,Stock Copy,No,https://www.discogs.com/release/1623710-David-Bowie-Fame-And-Fashion-David-Bowies-All-Time-Greatest-Hits, $14.97 ,1623710,,1623710
"Bowie, David",Fame And Fashion (David Bowie's All Time Greatest Hits),CD,Yes,RCA,PD 84919,1984,UK,Blue Spine,No,https://www.discogs.com/release/1275537-David-Bowie-Fame-And-Fashion-David-Bowies-All-Time-Greatest-Hits, $15.78 ,1275537,,1275537
"Bowie, David",Fame And Fashion (David Bowie's All Time Greatest Hits),"12"" Vinyl",Yes,RCA,RPL-8239,1984,UK,With OBI,No,https://www.discogs.com/release/2522316-David-Bowie-Fame-And-Fashion-David-Bowies-All-Time-Greatest-Hits, $26.68 ,2522316,,2522316
"Bowie, David",Fame And Fashion (David Bowie's All Time Greatest Hits),CD,Yes,RCA Victor,PCD1-4919,1984,USA,Red Spine,No,https://www.discogs.com/release/10387121-David-Bowie-Fame-And-Fashion-David-Bowies-All-Time-Greatest-Hits, $40.00 ,10387121,,10387121
"Bowie, David",Fashion,"7"" Vinyl",Yes,RCA,BOW 7,1980,EU,Stock Copy - push out center intact,No,https://www.discogs.com/release/2665559-David-Bowie-Fashion, $2.53 ,2665559,,2665559
"Bowie, David",Fashion,"7"" Vinyl",Yes,RCA Victor,PB 9622,1980,EU,,No,https://www.discogs.com/release/932729-David-Bowie-Fashion, $3.26 ,932729,,932729
"Bowie, David",Fashion,"7"" Vinyl",N/A,RCA,PB-12134,1980,EU,Stock Copy,No,https://www.discogs.com/release/4342251-David-Bowie-Fashion, $3.51 ,4342251,,4342251
"Bowie, David",Fashion,"7"" Vinyl",Yes,RCA Victor,PB 2134,1980,EU,,No,https://www.discogs.com/release/1039754-David-Bowie-Fashion, $3.68 ,1039754,,1039754
"Bowie, David",Fashion,"7"" Vinyl",Yes,RCA Victor,PB 2134,1980,EU,,No,https://www.discogs.com/release/1039754-David-Bowie-Fashion, $3.68 ,1039754,,1039754
"Bowie, David",Fashion,"7"" Vinyl",Yes,RCA,PB-12134,1980,EU,Stock Copy,No,https://www.discogs.com/release/2354352-David-Bowie-Fashion, $5.16 ,2354352,,2354352
"Bowie, David",Fashion,"7"" Vinyl",Yes,RCA,PB-12134,1980,EU,Stock Copy,No,https://www.discogs.com/release/2354352-David-Bowie-Fashion, $5.16 ,2354352,,2354352
"Bowie, David",Fashion,"7"" Vinyl",Yes,RCA,PB-12134,1980,EU,Stock Copy,No,https://www.discogs.com/release/2354352-David-Bowie-Fashion, $5.16 ,2354352,,2354352
"Bowie, David",Fashion,"7"" Vinyl",Yes,RCA,PB-12134,1980,EU,Stock Copy,No,https://www.discogs.com/release/2354352-David-Bowie-Fashion, $5.16 ,2354352,,2354352
"Bowie, David",Fashion,"7"" Vinyl",Yes,RCA Victor,PB 9622,1980,EU,,No,https://www.discogs.com/release/378852-David-Bowie-Fashion, $5.18 ,378852,,378852
"Bowie, David",Fashion,"7"" Vinyl",Yes,RCA,PB-9622,1980,EU,,No,https://www.discogs.com/release/3047063-David-Bowie-Fashion, $5.18 ,3047063,,3047063
"Bowie, David",Fashion,"7"" Vinyl",N/A,RCA Victor,103709,1980,EU,,No,https://www.discogs.com/release/1231920-David-Bowie-Fashion, $5.73 ,1231920,,1231920
"Bowie, David",Fashion,"7"" Vinyl",N/A,RCA Victor,103709,1980,EU,Stock Copy,No,https://www.discogs.com/release/1231920-David-Bowie-Fashion, $5.73 ,1231920,,1231920
"Bowie, David",Fashion,"7"" Vinyl",Yes,RCA,BOW 7,1989,EU,Stock Copy - solid centre,No,https://www.discogs.com/release/751267-David-Bowie-Fashion, $3.79 ,751267,,751267
"Bowie, David",Fashion,"7"" Vinyl",N/A,RCA Victor,103709,1980,France,,No,https://www.discogs.com/release/2293240-David-Bowie-Fashion, $6.05 ,2293240,,2293240
"Bowie, David",Fashion,"7"" Vinyl",N/A,RCA,BOW 7,1980,France,Promo - Push out center intact,No,https://www.discogs.com/release/18775492-David-Bowie-Fashion, $6.16 ,18775492,,18775492
"Bowie, David",Fashion,"12"" Vinyl",N/A,RCA Victor,JD-12140,1980,France,Promo,No,https://www.discogs.com/release/858849-David-Bowie-Fashion, $7.00 ,858849,,858849
"Bowie, David",Fashion,"7"" Vinyl",N/A,RCA Victor,42-1025,1980,Germany,,No,https://www.discogs.com/release/10375172-David-Bowie-Fashion, $9.50 ,10375172,,10375172
"Bowie, David",Fashion,"7"" Vinyl",Yes,RCA Victor,PB-2134,1980,Japan,Stock Copy,No,https://www.discogs.com/release/3300193-David-Bowie-Fashion, $10.53 ,3300193,,3300193
"Bowie, David",Fashion,"12"" Vinyl",Yes,RCA Victor,PC 9638,1981,Japan,Super-Sound Single,No,https://www.discogs.com/release/1715197-David-Bowie-Fashion, $10.47 ,1715197,,1715197
"Bowie, David",Fashion,"7"" Vinyl",N/A,RCA,JH-12134,1980,Mexico,Promo,No,https://www.discogs.com/release/9210385-David-Bowie-Fashion, $11.18 ,9210385,,9210385
"Bowie, David",Fashion,"7"" Vinyl",N/A,RCA,S-0065,1980,USA,Promo,No,https://www.discogs.com/release/12032912-David-Bowie-Moda-Fashion, $76.57 ,12032912,,12032912
"Bowie, David",Fashion,"7"" Vinyl",N/A,RCA Victor,PB-12134,1980,USA,Tattered Label,No,, $100.00 ,,,
"Bowie, David",Fashions,"7"" Vinyl",Yes,RCA,BOW 100,1982,USA,Box Set - picture discs,No,https://www.discogs.com/release/749054-David-Bowie-Fashions, $90.12 ,749054,,749054
"Bowie, David",Five Years (1969 - 1973),CD,Yes,Parlophone,DBX 1,2015,USA,Box Set,No,https://www.discogs.com/release/7524226-David-Bowie-Five-Years-1969-1973, $294.74 ,7524226,,7524226
"Bowie, David",Five Years (1969 - 1973),"12"" Vinyl",Yes,Parlophone,DBXL 1,2015,USA,Box Set,No,https://www.discogs.com/release/7521520-David-Bowie-Five-Years-1969-1973, $790.86 ,7521520,,7521520
"Bowie, David",Five Years/Hang On To Yourself/ A Lad In Vain,"7"" Vinyl",Yes,Major Tom,6052-202,1982,USA,Bootleg,No,https://www.discogs.com/release/3968218-The-Hype-Five-Years-Hang-On-To-Yourself-A-Lad-In-Vain, $50.00 ,3968218,,3968218
"Bowie, David",Forever Yours,"12"" Vinyl",Yes,"Raven Records, Inc",DB 6894,1979,USA,Unofficial Release - Yellow Insert,No,https://www.discogs.com/release/970183-David-Bowie-Forever-Yours, $200.00 ,970183,,970183
"Bowie, David",Forward to 1978,"12"" Vinyl",Yes,None,BOWIE-78,2019,USA,Unofficial Release - yellow vinyl limited edition of 100 copies with poster,No,https://www.discogs.com/release/13617532-David-Bowie-Forward-To-1978, $40.00 ,13617532,,13617532
"Bowie, David",From Station To Station (The Legendary Broadcasts),"12"" Vinyl",Yes,Coda Publishing LTD,CPLVNY310,2017,UK,"Unofficial Release - limited to 500 copies, white vinyl",No,https://www.discogs.com/release/11235088-Bowie-From-Station-To-Station-The-Legendary-Broadcasts, $25.00 ,11235088,,11235088
"Bowie, David",Gigantes Del Pop Vol. 28,"12"" Vinyl",Yes,Decca,64 95 081,1981,Japan,,No,https://www.discogs.com/release/3624201-David-Bowie-Gigantes-Del-Pop-Vol-28, $10.53 ,3624201,,3624201
"Bowie, David",Glass Spider,Laserdisc,Yes,MPI Home Video,ID6198MP,1991,UK,NTSC Version,No,https://www.discogs.com/release/4879711-David-Bowie-Glass-Spider, $19.00 ,4879711,,4879711
"Bowie, David",Glass Spider Live,"12"" Vinyl",Yes,Vinyl Passion,VP 80105,2008,USA,Unofficial Release,Yes,https://www.discogs.com/release/1859922-David-Bowie-Glass-Spider-Live, $40.00 ,1859922,,1859922
"Bowie, David",Glastonbury 2000,CD / DVD,Yes,BBC / Parlophone,0190295568764,2018,UK,NTSC,No,https://www.discogs.com/release/12841898-Bowie-Glastonbury-2000, $23.84 ,12841898,,12841898
"Bowie, David",Glastonbury 2000,"12"" Vinyl",Yes,Parlophone,1.90296E+11,2018,USA,Misprint Version,No,https://www.discogs.com/release/12811492-Bowie-Glastonbury-2000, $53.02 ,12811492,,12811492
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,RCA 2640,1975,EU,Lot's of writing on cover,No,https://www.discogs.com/release/479232-Bowie-Golden-Years, $2.97 ,479232,,479232
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,PB-10441,1975,EU,,No,https://www.discogs.com/release/7271381-David-Bowie-Golden-Years, $3.00 ,7271381,,7271381
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,PB-10441,1975,EU,,No,https://www.discogs.com/release/7271381-David-Bowie-Golden-Years, $3.00 ,7271381,,7271381
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,PB-10441,1975,EU,,No,https://www.discogs.com/release/7271381-David-Bowie-Golden-Years, $3.00 ,7271381,,7271381
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,PB-10441,1975,EU,,No,https://www.discogs.com/release/7271381-David-Bowie-Golden-Years, $3.00 ,7271381,,7271381
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,PB-10441,1975,EU,,No,https://www.discogs.com/release/7271381-David-Bowie-Golden-Years, $3.00 ,7271381,,7271381
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,PB-10441,1975,EU,,No,https://www.discogs.com/release/7271381-David-Bowie-Golden-Years, $3.00 ,7271381,,7271381
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,PB-10441,1975,EU,Stock Copy,No,https://www.discogs.com/release/2245747-David-Bowie-Golden-Years, $3.34 ,2245747,,2245747
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA,TPJB 1206,1976,France,Jukebox Copy,No,https://www.discogs.com/release/5037394-Patty-Pravo-David-Bowie-Tanto-Golden-Years, $6.31 ,5037394,,5037394
"Bowie, David",Golden Years,"12"" Vinyl",Yes,RCA,BOW LP 4,1983,France,,No,https://www.discogs.com/release/962935-David-Bowie-Golden-Years, $7.50 ,962935,,962935
"Bowie, David",Golden Years,"7"" Vinyl",Yes,RCA,BOW 508,1983,France,Lifetimes The Singles: Push Out Center Intact,No,https://www.discogs.com/release/3400646-David-Bowie-Golden-Years, $7.91 ,3400646,,3400646
"Bowie, David",Golden Years,"7"" Vinyl",Yes,RCA,BOW 508,1983,France,Lifetimes The Singles: Push Out Center Intact,No,https://www.discogs.com/release/3400646-David-Bowie-Golden-Years, $7.91 ,3400646,,3400646
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA,JH-10441,1975,Germany,Promo,No,https://www.discogs.com/release/2724174-David-Bowie-Golden-Years, $8.00 ,2724174,,2724174
"Bowie, David",Golden Years,"7"" Vinyl",Yes,RCA Victor,PB 10 441,1975,Germany,,No,https://www.discogs.com/release/554700-David-Bowie-Golden-Years, $8.42 ,554700,,554700
"Bowie, David",Golden Years,"7"" Vinyl",Yes,RCA Victor,PB 10 441,1975,Germany,,No,https://www.discogs.com/release/554700-David-Bowie-Golden-Years, $8.42 ,554700,,554700
"Bowie, David",Golden Years,"12"" Vinyl",Yes,RCA Victor,AFL1-4792,1983,Italy,Hype Sticker in shrink wrap,Yes,https://www.discogs.com/release/1173778-David-Bowie-Golden-Years, $10.06 ,1173778,,1173778
"Bowie, David",Golden Years,"12"" Vinyl",Yes,RCA Victor,AFL1-4792,1983,Italy,,No,https://www.discogs.com/release/1173778-David-Bowie-Golden-Years, $10.06 ,1173778,,1173778
"Bowie, David",Golden Years,"12"" Vinyl",Yes,RCA Victor,AFL1-4792,1983,Italy,,No,https://www.discogs.com/release/1173778-David-Bowie-Golden-Years, $10.06 ,1173778,,1173778
"Bowie, David",Golden Years,"7"" Vinyl",Yes,RCA Victor,PB 10441,1975,Japan,Stock Copy,No,https://www.discogs.com/release/1775119-David-Bowie-Golden-Years, $10.53 ,1775119,,1775119
"Bowie, David",Golden Years,CD,Yes,Virgin,509990293321,2011,Netherlands,Single,No,https://www.discogs.com/release/2947400-David-Bowie-Vs-KCRW-Golden-Years, $12.00 ,2947400,,2947400
"Bowie, David",Golden Years,"7"" Vinyl",Yes,RCA Victor,YBPBO.415,1975,New Zealand,,No,https://www.discogs.com/release/1395350-David-Bowie-Golden-Years, $12.63 ,1395350,,1395350
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,102708,1975,Spain,Stock Copy,No,https://www.discogs.com/release/6680525-David-Bowie-Golden-Years, $14.97 ,6680525,,6680525
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,102708,1975,Spain,Stock Copy,No,https://www.discogs.com/release/6680525-David-Bowie-Golden-Years, $14.97 ,6680525,,6680525
"Bowie, David",Golden Years,"7"" Vinyl",Yes,RCA Victor,PB-10441,1975,UK,Stock Copy,No,https://www.discogs.com/release/6283003-David-Bowie-Golden-Years-Años-Dorados, $17.70 ,6283003,,6283003
"Bowie, David",Golden Years,"7"" Vinyl",Yes,RCA Victor,PB-10441,1975,UK,,No,https://www.discogs.com/release/10126460-David-Bowie-Golden-Years, $23.05 ,10126460,,10126460
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,RCA 2640,1975,UK,Promo,No,https://www.discogs.com/release/3919829-Bowie-Golden-Years, $27.08 ,3919829,,3919829
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,PB-10441,1975,UK,Stock copy - worn labels with writing on them,No,https://www.discogs.com/release/8324095-David-Bowie-Golden-Years-Los-Años-Dorados, $29.00 ,8324095,,8324095
"Bowie, David",Golden Years,"7"" Vinyl",Yes,RCA Victor,PB-10441,1976,UK,Stock Copy,No,https://www.discogs.com/release/3459951-David-Bowie-Golden-Years, $15.79 ,3459951,,3459951
"Bowie, David",Golden Years,CD,Yes,RCA Victor,PCD1-4792,1983,UK,Red Spine,No,https://www.discogs.com/release/2029953-David-Bowie-Golden-Years, $20.26 ,2029953,,2029953
"Bowie, David",Golden Years,"7"" Vinyl",N/A,Parlophone,DBGOLD40,2015,UK,Picture Disc,Yes,https://www.discogs.com/release/7703544-David-Bowie-Golden-Years, $15.48 ,7703544,,7703544
"Bowie, David",Golden Years,"7"" Vinyl",N/A,Parlophone,DBGOLD40,2015,UK,Picture Disc,No,https://www.discogs.com/release/7703544-David-Bowie-Golden-Years, $15.48 ,7703544,,7703544
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,PB-10441,1975,USA,Promo,No,https://www.discogs.com/release/11242254-David-Bowie-Golden-Years, $46.98 ,11242254,,11242254
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,42-656,1975,USA,,No,https://www.discogs.com/release/27364920-David-Bowie-Golden-Years, $50.00 ,27364920,,27364920
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,42-656,1975,USA,Large Center Hole,No,https://www.discogs.com/release/6521598-Bowie-Golden-Years, $99.47 ,6521598,,6521598
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA Victor,42-656,1975,USA,Spindle Center Hole,No,https://www.discogs.com/release/6521598-Bowie-Golden-Years, $99.47 ,6521598,,6521598
"Bowie, David",Golden Years,"7"" Vinyl",Yes,RCA,SS-2520,1976,USA,Stock Copy,No,https://www.discogs.com/release/3642394-David-Bowie-デビッドボウイー-ゴールデンイヤーズ-Golden-Years, $51.37 ,3642394,,3642394
"Bowie, David",Golden Years,"7"" Vinyl",N/A,RCA,45.674,1976,USA,Label is worn,No,https://www.discogs.com/release/7046581-David-Bowie-Golden-Years-Epoca-De-Oro, $130.00 ,7046581,,7046581
"Bowie, David",Golden Years,"7"" Vinyl",Yes,RCA,101.4082,1977,USA,Promo,No,https://www.discogs.com/release/8502044-David-Bowie-Golden-Years, $189.47 ,8502044,,8502044
"Bowie, David",Hallo Spaceboy,CD,Yes,RCA / BMG,74321353842,1996,EU,Single,No,https://www.discogs.com/release/254007-David-Bowie-Hallo-Spaceboy, $3.99 ,254007,,254007
"Bowie, David",Hallo Spaceboy,"7"" Vinyl",Yes,RCA / BMG,74321353847,1996,USA,Pink Vinyl,No,https://www.discogs.com/release/865151-David-Bowie-Hallo-Spaceboy, $43.95 ,865151,,865151
"Bowie, David",Halloween Jack Spooks 'Em In Toronto,"12"" Vinyl",Yes,None,DB 1972,1986,USA,Unofficial Release,No,https://www.discogs.com/release/6045590-David-Bowie-Halloween-Jack-Spooks-Em-In-Toronto, $150.00 ,6045590,,6045590
"Bowie, David",Hammersmith Odeon 1983,"12"" Vinyl",Yes,None,None,1985,USA,Unofficial Release - two disc set white label,No,, $75.00 ,,,
"Bowie, David",Hang On To Yourself,"7"" Vinyl",N/A,B & C Records,CB 189,1972,USA,Stock Copy,No,https://www.discogs.com/release/4955903-Arnold-Corns-Hang-Onto-Yourself, $225.00 ,4955903,,4955903
"Bowie, David",Hang On To Yourself,"7"" Vinyl",N/A,B & C Records,CB 189,1972,USA,Promo - Push-out center intact - Arnold Corns,No,https://www.discogs.com/release/12290762-Arnold-Corns-Hang-Onto-Yourself, $225.00 ,12290762,,12290762
"Bowie, David",Hang On To Yourself,"7"" Vinyl",N/A,Mooncrest,MOON 25,1974,USA,Arnold Corns Reissue,No,https://www.discogs.com/release/4713089-Arnold-Corns-Hang-On-To-Yourself, $45.05 ,4713089,,4713089
"Bowie, David",Heathen,CD,Yes,Columbia / ISO Records,CK 86630,2002,EU,,No,https://www.discogs.com/release/1018958-David-Bowie-Heathen, $2.97 ,1018958,,1018958
"Bowie, David",Heathen,CD,Yes,Columbia / ISO Records,CK 86630,2002,EU,,No,https://www.discogs.com/release/1018958-David-Bowie-Heathen, $2.97 ,1018958,,1018958
"Bowie, David",Heathen,CD,Yes,Columbia / ISO Records,CK 86630,2002,EU,,No,https://www.discogs.com/release/1018958-David-Bowie-Heathen, $2.97 ,1018958,,1018958
"Bowie, David",Heathen,CD,Yes,Columbia / ISO Records,CK 86656,2002,EU,Digipak,No,https://www.discogs.com/release/181769-David-Bowie-Heathen, $5.00 ,181769,,181769
"Bowie, David",Heathen,CD,Yes,Columbia / ISO Records,CK 86657,2002,UK,LP-Sized Gatefold,No,https://www.discogs.com/release/1878229-David-Bowie-Heathen, $15.09 ,1878229,,1878229
"Bowie, David",Heathen,"12"" Vinyl",Yes,ISO Records / Columbia,C 86630,2002,USA,Original Pressing,No,https://www.discogs.com/release/1796059-David-Bowie-Heathen, $85.79 ,1796059,,1796059
"Bowie, David",Heathen,"12"" Vinyl",Yes,ISO Records / Columbia,C 86630,2002,USA,Original Pressing,Yes,https://www.discogs.com/release/1796059-David-Bowie-Heathen, $85.79 ,1796059,,1796059
"Bowie, David",Heathen,SACD,Yes,Columbia,CS 86630,2002,USA,Multichannel,No,https://www.discogs.com/release/1970277-David-Bowie-Heathen, $100.63 ,1970277,,1970277
"Bowie, David",Heathen,"12"" Vinyl",Yes,Music On Vinyl / Columbia / ISO Records,MOVLP470,2013,USA,V&A Exclusive - 421/500 - Orange/Brown Vinyl,No,https://www.discogs.com/release/4710460-David-Bowie-Heathen, $289.47 ,4710460,,4710460
"Bowie, David",Heathen,"12"" Vinyl",Yes,Columbia / ISO Records / Friday Music,FRM-86630,2015,USA,Blue Vinyl Edition,No,https://www.discogs.com/release/7314593-David-Bowie-Heathen, $45.74 ,7314593,,7314593
